formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
8	C19H27N3O5S2	[M + H]+	C19H28N3O5S2+	Amino acids and Peptides	0.956	Oligopeptides	0.288	Melithiazole and Myxothiazole derivatives	0.122	Benzenoids	0.844	Benzene and substituted derivatives	0.729	Benzenesulfonamides	0.667			Benzenesulfonamides	0.667	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Thiazoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Dialkyl ethers; Organosulfonamides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	442.143	227	3.780	731532568227582136	731532503580773351	731532503580773351_UNKNOWN_M442T202_POS	
9	C27H23NO3S	[M + H]+	C27H24NO3S+	Shikimates and Phenylpropanoids	0.385	Flavonoids	0.341	Chalcones	0.388	Benzenoids	0.999	Phenol ethers	0.694					Phenol ethers	0.694	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	442.143	227	3.780	731532568227582137	731532503580773351	731532503580773351_UNKNOWN_M442T202_POS	
10	C15H28FN5O3S3	[M + H]+	C15H29FN5O3S3+	Amino acids and Peptides	0.523	Oligopeptides	0.248	Cyclamides	0.178	Organosulfur compounds	0.800	Thioethers	0.541	Aryl thioethers	0.491	Alkylarylthioethers	0.617	Alkylarylthioethers	0.617	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Thiadiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Thioethers; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Amines; Aryl halides; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	442.143	227	3.780	731532568227582142	731532503580773351	731532503580773351_UNKNOWN_M442T202_POS	
11	C22H21ClFN5O2	[M + H]+	C22H22ClFN5O2+	Alkaloids	0.826	Tryptophan alkaloids	0.228	Carboline alkaloids	0.107	Organic acids and derivatives	0.863	Carboxylic acids and derivatives	0.757	Amino acids, peptides, and analogues	0.534	Amino acids and derivatives	0.535	Amino acids and derivatives	0.535	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl chlorides; Aryl fluorides; Carboxylic acid derivatives; Chlorobenzenes; Fluorobenzenes; Diazines; Organochlorides; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aryl halides; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	442.143	227	3.780	731532568227582138	731532503580773351	731532503580773351_UNKNOWN_M442T202_POS	
12	C21H25NO8	[M + Na]+	C21H25NNaO8+	Amino acids and Peptides	0.928	Small peptides	0.076	3-Spirotetramic acids	0.070	Benzenoids	0.696							Benzenoids	0.696	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	442.143	227	3.780	731532568227582144	731532503580773351	731532503580773351_UNKNOWN_M442T202_POS	
1	C44H82NO8P	[M + H]+	C44H83NO8P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphocholines	0.998	Lipids and lipid-like molecules	0.989	Glycerophospholipids	0.999	Glycerophosphocholines	0.996	Phosphatidylcholines	0.990	Phosphatidylcholines	0.990	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.582	227	3.783	731532559151107914	731532505883446575	731532505883446575_UNKNOWN_M785T165_POS	
1	C44H82NO8P	[M + H]+	C44H83NO8P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphocholines	0.998	Lipids and lipid-like molecules	0.989	Glycerophospholipids	0.999	Glycerophosphocholines	0.996	Phosphatidylcholines	0.990	Phosphatidylcholines	0.990	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.582	227	3.783	731532559708950366	731532505908612403	731532505908612403_UNKNOWN_M785T301_POS	
1	C44H82NO8P	[M + H]+	C44H83NO8P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphocholines	0.998	Lipids and lipid-like molecules	0.989	Glycerophospholipids	0.999	Glycerophosphocholines	0.996	Phosphatidylcholines	0.990	Phosphatidylcholines	0.990	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	784.582	227	3.783	731532559834779504	731532505937972535	731532505937972535_UNKNOWN_M785T227_POS	
1	C13H16O9	[M + Na]+	C13H16NaO9+	Shikimates and Phenylpropanoids	0.945	Phenolic acids (C6-C1)	0.934	Simple phenolic acids	0.739	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.991	Glycosyl compounds	0.833	Phenolic glycosides	0.843	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	339.069	230	3.827	731532572308640023	731532502800632703	731532502800632703_UNKNOWN_M339T419_POS	
2	C15H14O9	[M + H]+	C15H15O9+	Polyketides	0.904	Naphthalenes	0.866	Naphthoquinones	0.893	Organoheterocyclic compounds	0.648	Naphthopyrans	0.599	Naphthopyranones	0.726			Naphthopyranones	0.726	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Pyrans; Ketones; Alcohols and polyols; Phenols; Naphthoquinones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Naphthopyrans; Naphthopyranones; Carbonyl compounds; Polyols; Benzenoids; Quinones; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	339.069	230	3.827	731532572308640024	731532502800632703	731532502800632703_UNKNOWN_M339T419_POS	
1	C13H16O9	[M + Na]+	C13H16NaO9+	Shikimates and Phenylpropanoids	0.945	Phenolic acids (C6-C1)	0.934	Simple phenolic acids	0.739	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.991	Glycosyl compounds	0.833	Phenolic glycosides	0.843	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	339.069	230	3.827	731532577262113260	731532502771272571	731532502771272571_UNKNOWN_M339T284_POS	
2	C15H14O9	[M + H]+	C15H15O9+	Polyketides	0.904	Naphthalenes	0.866	Naphthoquinones	0.893	Organoheterocyclic compounds	0.648	Naphthopyrans	0.599	Naphthopyranones	0.726			Naphthopyranones	0.726	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Pyrans; Ketones; Alcohols and polyols; Phenols; Naphthoquinones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Naphthopyrans; Naphthopyranones; Carbonyl compounds; Polyols; Benzenoids; Quinones; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	339.069	230	3.827	731532577262113261	731532502771272571	731532502771272571_UNKNOWN_M339T284_POS	
1	C13H16O9	[M + Na]+	C13H16NaO9+	Shikimates and Phenylpropanoids	0.945	Phenolic acids (C6-C1)	0.934	Simple phenolic acids	0.739	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.991	Glycosyl compounds	0.833	Phenolic glycosides	0.843	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	339.069	230	3.827	731532587089368062	731532502834187139	731532502834187139_UNKNOWN_M339T197_POS	
2	C15H14O9	[M + H]+	C15H15O9+	Polyketides	0.904	Naphthalenes	0.866	Naphthoquinones	0.893	Organoheterocyclic compounds	0.648	Naphthopyrans	0.599	Naphthopyranones	0.726			Naphthopyranones	0.726	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Pyrans; Ketones; Alcohols and polyols; Phenols; Naphthoquinones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Naphthopyrans; Naphthopyranones; Carbonyl compounds; Polyols; Benzenoids; Quinones; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	339.069	230	3.827	731532587089368063	731532502834187139	731532502834187139_UNKNOWN_M339T197_POS	
1	C6H9N3O2	[M + H]+	C6H10N3O2+	Amino acids and Peptides	0.766	Small peptides	0.789	Aminoacids	0.661	Organoheterocyclic compounds	0.937	Azoles	0.644					Azoles	0.644	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	156.077	230	3.835	731532564830195773	731532497079601243	731532497079601243_UNKNOWN_M156T199_POS	
2	C3H8N3O	[M + H]+	C3H9N3O+	Alkaloids	0.665	Histidine alkaloids	0.224	Imidazole alkaloids	0.225	Organoheterocyclic compounds	0.542	Azacyclic compounds	0.589					Azacyclic compounds	0.589	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	103.075	230	3.837	731532559922859906	731532488221230179	731532488221230179_UNKNOWN_M103T359_POS	
1	C17H31NO7	[M + H]+	C17H32NO7+	Fatty acids	0.854	Fatty amides	0.451	N-acyl amines	0.435	Organic acids and derivatives	0.983	Carboxylic acids and derivatives	0.979	Amino acids, peptides, and analogues	0.571	Amino acids and derivatives	0.571	Amino acids and derivatives	0.571	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	362.217	230	3.839	731532569586536652	731532502955821971	731532502955821971_UNKNOWN_M362T215_POS	
2	C13H27N7O5	[M + H]+	C13H28N7O5+	Carbohydrates	0.901	Aminosugars and aminoglycosides	0.682	Aminoglycosides	0.652	Organoheterocyclic compounds	0.534							Organoheterocyclic compounds	0.534	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	362.217	230	3.839	731532569586536653	731532502955821971	731532502955821971_UNKNOWN_M362T215_POS	
1	C42H80NO8P	[M + H]+	C42H81NO8P+	Fatty acids	0.999	Glycerophospholipids	1.000	Glycerophosphocholines	0.996	Lipids and lipid-like molecules	0.987	Glycerophospholipids	0.999	Glycerophosphocholines	0.994	Phosphatidylcholines	0.986	Phosphatidylcholines	0.986	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	758.567	231	3.844	731532564029083670	731532505606622471	731532505606622471_UNKNOWN_M759T311_POS	
